Name	CPU	RAM	GPU	DISK	DISPLAY	Old Price	New Price
Laptop Asus Vivobook A515EA-L12033T (Core™ i5-1135G7 | 8GB | 512GB | Intel® Iris® Xe | 15.6-inch FHD OLED | Win 10 | Đen)	Intel® Core™ i5-1135G7	8GB DDR4 on board	Intel® Iris® Xe Graphics	512GB M.2 NVMe™ PCIe® 3.0 SSD	15.6-inch FHD (1920 x 1080) 16:9, OLED, 400nits, Glossy display	20590000	20190000
Laptop Asus Vivobook X515EP-EJ268T (Core™ i5-1135G7 | 512GB | MX330 2GB | 15.6-inch FHD | Win 10 | Bạc)	Intel® Core™ i5-1135G7	8GB DDR4	NVIDIA® GeForce® MX330 2GB GDDR5	512GB M.2 NVMe™ PCIe® 3.0 SSD	15.6-inch FHD (1920 x 1080) 16:9, LED Backlit, Anti-glare display, NTSC: 45%	19290000	18990000
Laptop Lenovo V15 IIL 82C5A00TVN (Core™ i7-1065G7 | 8GB | 512GB | Intel Iris Plus | 15.6 inch FHD | FreeDos |Xám)	Intel® Core™ i7-1065G7	8GB (4GB Soldered DDR4-2666Mhz + 4GB SO-DIMM DDR4-2666Mhz)	Integrated Intel Iris Plus Graphics	512GB SSD M.2 2242 PCIe 3.0x2 NVMe	15.6 inch FHD (1920x1080) TN 220nits Anti-glare	19990000	19590000
Laptop Apple Macbook Air 13.3 inch Z124000DF Xám (Apple M1)	Apple M1 chip with 8-core CPU, 7-core GPU	16GB	Card đồ họa tích hợp, 7 nhân GPU	512GB SSD	13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors	39990000	35690000
Laptop Apple Macbook Air 13.3 inch Z127000DF Bạc (Apple M1)	Apple M1 chip with 8-core CPU, 7-core GPU	16GB	Card đồ họa tích hợp, 7 nhân GPU	512GB SSD	13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors	39990000	35690000
Laptop Dell Latitude 3420 42LT342002 (Core i5-1135G7 | 8GB | 1TB | Intel Iris Xe | 14.0 inch HD | Ubuntu | Đen)	Intel® Core i5-1135G7	8GB (1x8GB) 3200MHz DDR4	Intel® Iris® Xe graphics	"1TB 2.5"" 5400RPM"	14.0 inch HD (1366 x 768) AG Non-Touch, 220nits	20690000	19890000
Laptop Dell Latitude 3420 42LT342001 (Core i3-1115G4 | 4GB | 256GB | Intel UHD | 14.0 inch HD | Fedora | Đen)	Intel® Core i3-1115G4	4GB (1x4GB) 3200MHz DDR4	Intel® UHD graphics	M.2 256GB PCIe NVMe Class 35 SSD	14.0 inch HD (1366 x 768) AG Non-Touch, 220nits	15990000	15290000
Laptop Dell Mobile Precision 3561 (Core i7-11850H | 16GB | 256GB | T600 4GB | 15.6 inch FHD | Ubuntu Linux)	Intel Core i7-11850H	16GB (1 x 16GB) DDR4 3200Mhz	NVIDIA T600 4GB GDDR6	256GB M.2 2280	15.6 inch FHD (1920x1080)16x9, 250 nit, WVA, 45% NTSC,60Hz, Non-Touch	44990000	43990000
Laptop Dell Mobile Precision 3551 (Core i7-10750H | 16GB | 256GB | P620 4GB | 15.6 inch FHD | Ubuntu Linux)	Intel Core i7-10750H	16GB(16GBx1) DDR4 2933Mhz	Nvidia Quadro P620 w/ 4GB GDDR5	256GB M.2 PCIe NVMe SSD	15.6 inch FHD (1920x1080), Anti-Glare Non-Touch, 45% color gamut, WVA, IR Camera & Mic, WWAN Capable	40990000	38590000
Laptop Dell Alienware M15 R6 P109F001BBL (Core™ i7-11800H | 32GB | 1TB | RTX 3060 6GB | 15.6 inch FHD | Win 10 | Office HS 19 | Đen)	Intel® Core™ i7-11800H	32GB DDR4 3200MHz	nVidia Geforce RTX 3060 6GB GDDR6	1TB PCIe M.2 SSD	15.6 inch FHD (1920 x 1080) 165Hz 3ms with ComfortView Plus	61990000	59790000
Laptop Dell Alienware M15 Ryzen Edition 70262921 (Ryzen™ 9-5900HX | 16GB | 1TB | RTX 3070 8GB | 15.6 inch FHD | Win 10 | Office HS 19 | Đen)	AMD Ryzen™ 9-5900HX	16GB(2*8GB) DDR4 3200Mhz	nVidia Geforce RTX 3070 8GB GDDR6	1TB PCIe M.2 SSD	15.6 inch FHD (1920 x 1080) 165Hz 3ms with ComfortView Plus	59990000	58590000
Laptop MSI Modern 14 B11MOU-848VN (Core i7-1195G7 | 8GB | 512GB | Intel® Iris® Xe | 14 inch FHD | Win 10 | Gray)	Intel® Core™ i7-1195G7	8GB(8GBx1)DDR4 3200MHz	Intel® Iris® Xe Graphics	512GB NVMe PCIe SSD	14 inch FHD (1920*1080), 60Hz 45%NTSC IPS-Level, close to 100%sRGB	22490000	21890000
Laptop HP Probook 430 G8 2H0P1PA (Core i7-1165G7 | 16GB | 512GB | Intel Iris Xe | 13.3 Inch FHD | Win 10 | Bạc)	Intel® Core™ i7-1165G7	16GB(16GBx1) DDR4 3200Mhz	Intel Iris Xe Graphics	512GB PCIe NVMe™ M2 SSD	13.3 Inch FHD (1920 x 1080) Anti-glare 1000_PCY	29990000	29290000
Laptop MSI GF63 Thin 10SC 468VN (Core i5-10500H | 8GB | 512GB | GTX 1650 4GB | 15.6 inch FHD | Win 10 | Đen)	Intel® Core i5-10500H	8GB(8GBx1)DDR4-3200Mhz	NVIDIA® GeForce GTX 1650 Max Q 4GB GDDR6	512GB NVMe PCIe SSD	15.6 inch FHD (1920*1080), 144Hz 45%NTSC IPS-Level	21590000	20890000
Laptop Asus ROG Strix G17 G713QR-HG073T (Ryzen™ 9-5900HX | 16GB | 1TB SSD | RTX™ 3070 8GB | 17.3 inch FHD | Win 10 | Xám)	AMD Ryzen™ 9-5900HX	16GB(8GBx2) DDR4 3200MHz	NVIDIA® GeForce RTX™ 3070 8GB GDDR6	1TB M.2 NVMe™ PCIe® 3.0 SSD	17.3 inch FHD (1920 x 1080) 16:9, IPS-level, 300Hz, 300nits, anti-glare display	51990000	50990000
Laptop Acer Swift 3 SF313-53-518Y NX.A4JSV.003 (Core i5-1135G7 | 16GB | 512GB | 13.5 inch QHD | Intel Iris | Win 10 | Bạc)	Intel® Core™ i5-1135G7	16GB(8GBx2) LPDDR4X 4266Hz	Intel® Iris® Xe Graphics	512GB PCIe NVMe SSD	13.5 inch QHD (2256 x 1504) IPS QHD LCD,60Hz,100%sRGB	23990000	22490000
Laptop HP 15 EF1300WM (Ryzen 3-3250U | 4GB | 128GB | AMD Radeon | 15.6 inch FHD | Win 10 | Bạc | Hàng Nhập Khẩu)	AMD Ryzen 3-3250U	4GB DDR4	AMD Radeon Graphics	128GB PCIe® NVMe™ SSD	15.6 inch FHD (1920 x 1080)	12490000	11490000
Laptop Dell Vostro 3405 V4R53500U001W	AMD Ryzen™ 5-3500U	4GB(4GB x 1) DDR4 2400Mhz	AMD Radeon™ Graphics	256GB SSD M2 PCIe NVMe	14.0 inch FHD (1920 x 1080) Anti-Glare	15990000	15590000
Laptop ASUS TUF Gaming F15 FX506LH-HN002T (Core i5-10300H | 8GB | 512GB | GTX 1650 4GB | 15.6 inch FHD | Win 10)	Intel® Core™ i5-10300H	8GB DDR4 2933MHz	NVIDIA® GeForce® GTX1650 4GB GDDR6	512GB M.2 NVMe™ PCIe® 3.0 SSD	15.6 inch FHD (1920x1080)16:9, ValueIPS-level, 144Hz	22990000	22490000
Laptop LG Gram 2021 17Z90P-G.AH76A5 (Core i7-1165G7 | 16GB | 512GB | Intel Iris Xe | 17.0 inch WQXGA | Win 10 | Bạc)	Intel® Core™ i7-1165G7	6GB LPDDR4 Buss 4266MHz	Intel Iris Xe Graphics	512GB PCIe® NVMe™ M.2 SSD	17.0 inch WQXGA (2560 x 1600) 16:10, IPS, sRGB 100%, DCI-P3 99%	52990000	49990000
Laptop LG Gram 2021 14ZD90P-G.AX56A5 (Core i5-1135G7 | 16GB | 512GB | Intel Iris Xe | 14.0 inch WUXGA | FreeDos | Bạc)	Intel Core i5-1135G7	16GB LPDDR4X Buss 4266MHz	Intel Iris Xe Graphics	512GB PCIe® NVMe™ M.2 SSD	14.0 inch (30.2cm) WUXGA (1920*1200) IPS LCD, DCI-P3 99% (Typical, min 95%)	37900000	35990000
Laptop Acer Aspire 3 A315-56-37DV NX.HS5SV.001	Intel® Core™ i3-1005G1	4GB DDR4 on board	Intel® UHD Graphics	256GB PCIe NVMe SSD	15.6 inch Full HD 1920 x 1080, high-brightness Acer ComfyView™ LED-backlit TFT LCD 	12990000	12190000
Laptop Fujitsu Lifebook U9311 (Core™ i7-1165G7 | 16GB | 1TB | Intel Iris Xe | 13.3 inch FHD | FreeDos | Đỏ)	Intel® Core™ i7-1165G7	16GB LPDDR4X on board	Intel IRIS graphics	1TB Value-PCIe M.2 SED	13.3 inch FHD (1920x1080) WVA, antiglare, 700:1, 300 cd/m², với bảng điều khiển cảm ứng	46990000	45990000
Laptop Dell Vostro 5515 70262925 (Ryzen™ 3-5300U | 8GB | 256GB | AMD Radeon | 15.6-inch FHD | Win 10 | Office | Xám)	AMD Ryzen™ 3-5300U	8GB DDR4 3200MHz	AMD Radeon Graphics	256GB M.2 PCIe NVMe	15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-Touch Narrow Border WVA Display	19490000	18490000
Laptop HP 240 G8 518W3PA (Core™ i5-1135G7 | 4GB | 512GB | Intel® Iris® Xe | 14 inch FHD | Win 10 | Bạc)	Intel Core™ i5-1135G7	4GB(1 x 4GB) DDR4-2666MHz (2 khe)	Intel® Iris® Xe Graphics	512GB PCIe® NVMe™ SSD	14 inch FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC	18490000	17890000
Laptop Dell Inspiron N3511A P112F001ABL (Core™ i3-1115G4 | 4GB | 256GB | Intel UHD | 15.6-inch FHD | Win 10 | Office | Đen)	Intel® Core™ i3-1115G4	4GB DDR4(1x4GB)	Intel UHD Graphics	256GB M.2 PCIe NVMe SSD	15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-Touch Narrow Border WVA Display	16490000	15490000
Laptop Dell Inspiron N3501C P90F002N3501C	Intel Core i3-1115G4	4GB (1x4GB) DDR4 2666MHz	Intel® UHD Graphics	256GB SSD M.2 PCle Gen3 x4 NVMe	15.6-inch FHD (1920 x1080) Anti-Glare 220nits	15690000	14990000
Laptop Dell Vostro 3500 V5I3001W (Core i3-1115G4/ RAM 8GB/ 256GB SSD/ Intel UHD/ 15.6 inch FHD/ Win 10/Đen)	Intel® Core™ i3-1115G4	8GB(1x 8GB) DDR4 2666MHz	Intel® UHD Graphics	256GB SSD M.2 PCIe NVMe	15.6-inch FHD (1920 x 1080) Anti-Glare	15990000	15390000
Laptop HP 340s G7 240Q4PA	Intel® Core™ i3-1005G1	4GB(1 x 4GB) DDR4 2666Mhz	Intel® UHD Graphics	256 GB PCIe® NVMe™ SSD	14.0 inch diagonal, FHD (1920 x 1080), IPS, anti-glare, 250 nits, 45% NTSC	13990000	13490000
Laptop MSI Bravo 15 B5DD 265VN (Ryzen 5-5600H | 8GB | 512GB | RX 5500M 4GB | 15.6 inch FHD | Win 11 | Đen)	AMD Ryzen 5-5600H	8GB DDR4 3200MHz	AMD Radeon RX 5500M 4GB GDDR6	512GB NVMe PCIe Gen3x4 SSD	15.6 inch FHD (1920*1080), 60Hz 45%NTSC IPS-Level	22990000	22490000
Laptop Asus ROG Zephyrus G14 GA401QE-K2097T (Ryzen 9-5900HS | 16GB | 1TB SSD | RTX 3050 Ti 4GB | 14.0 inch WQHD | Win 10 | Xám)	AMD Ryzen™ 9-5900HS	16GB(8GB + 8GB) [On board] DDR4 3200MHz	NVIDIA® GeForce® RTX 3050 Ti 4GB GDDR6	1TB SSD M.2 NVMe PCIe	14.0 inch WQHD (2560 x 1440) 16:9, IPS 120Hz, 100% DCI-P3	43999000	39990000
Laptop Dell Latitude 7310 42LT730004	Intel® Core™ I7-10610U	8GB DDR4 2666MHz	Intel® Integrated UHD Graphics	256GB M.2 PCIe NVMe SSD	13.3 inch FHD (1920x1080)	36490000	35490000
Laptop Fujitsu Lifebook E5511/A L0E5511VN00000012 (Core i5-1135G7 | 4GB | 256GB | Intel Iris | 15.6 inch HD | FreeDos | Đen)	Intel® Core™ i5-1135G7	4GB DDR4 3200Mhz	Intel® Iris® Xe Graphics	256GB PCIe G3 M.2	15.6 inch HD (1366 x 768), antiglare, 500:1, 220 cd/m²	23490000	20990000
Laptop Dell Inspiron 15 3505 Y1N1T5 (Ryzen™ 5-3500U | 8GB | 512GB | AMD Radeon™ | 15.6 inch FHD | Win 10 | Office Home | Đen)	AMD Ryzen™ 5-3500U	8GB DDR4 3200MHz	AMD Radeon™ Graphics	512GB M.2 PCIe NVMe SSD	15.6 inch FHD (1920 x 1080) Anti-glare LED Backlight	21990000	20390000
Laptop Dell Vostro V3500C P90F006CBL (Core™ i5-1135G7 | 8GB | 512GB | MX330 2GB | 15.6-inch FHD | Win 10 | Office | Đen)	Intel® Core™ i5-1135G7	8GB (8GBx1) DDR4 3200MHz	NVIDIA® GeForce® MX330 2GB GDDR5	512GB M.2 PCIe NVMe SSD	15.6-inch FHD (1920 x 1080) WVA Anti-glare 60Hz	22990000	21790000
Laptop Dell Inspiron 14 5415 70262929 (Ryzen™ 5-5500U | 8GB | 256GB | AMD Radeon | 14.0-inch FHD | Win 10 | Office | Bạc)	AMD Ryzen™ 5-5500U	8GB DDR4 3200MHz	AMD Radeon Graphics	256GB M.2 PCIe NVMe	14.0-inch FHD (1920 x 1080) Anti-Glare LED Backlit Non-Touch Narrow Border WVA Display	19990000	19290000
Laptop Asus ROG Zephyrus G14 GA401QH-HZ035T (Ryzen 7-5800HS | 8GB | 512GB | GTX 1650 4GB | 14.0 inch FHD | Win 10 | Xám)	AMD Ryzen™ 7-5800HS	8GB [On board] DDR4 3200MHz	NVIDIA® GeForce® GTX 1650 4GB GDDR6	512GB SSD M.2 NVMe PCIe	14.0 inch FHD (1920 x 1080) IPS, 100% sRGB, 300nits, 144Hz Nanoedge, Pantone Validated Display	28990000	28690000
Laptop Lenovo IdeaPad 5 15ALC05 82LN00CDVN (Ryzen™ 7-5700U | 8GB | 512GB | AMD Radeon | 15.6 inch FHD | Win 10 | Xám)	AMD Ryzen™ 7-5700U	8GB Soldered DDR4-3200Mhz	Integrated AMD Radeon Graphics	512GB SSD M.2 2242 PCIe 3.0x4 NVMe	15.6 inch FHD (1920x1080) IPS 300nits Anti-glare, 45% NTSC	19990000	19190000
Laptop Acer Gaming Predator Triton 300 PT315-53-75LQ NH.QDQSV.001 (Core™ i7-11800H | 16GB | 512GB | RTX 3060 6GB | 15.6 inch QHD | Win 10 | Đen)	Intel® Core™ i7-11800H	16GB (2x8GB) DDR4 3200MHz	NVIDIA® GeForce® RTX 3060 6GB GDDR6	512GB PCIe NVMe SED SSD	15.6 inch QHD (2560 x1440) IPS 165Hz SlimBezel, 165Hz, 300 nits, Acer ComfyView LED-backlit TFT LCD	44999000	43900000
Laptop Dell Vostro 3400 V4I7015W (Core i7-1165G7/RAM 8GB/512GB SSD/ MX330 2GB/ 14 inch FHD/ Win 10/ Đen)	Intel® Core™ i7-1165G7	8GB(8GBx1) DDR4 3200Mhz	NVIDIA GeForce MX330 2GB DDR5	512GB M.2PCIE NVMe SSD	14-inch, FHD (1920x1080), 60 Hz, Anti-Glare	24990000	23490000
Laptop Dell Inspiron 15 3505 Y1N1T3 (Ryzen™ 3-3250U | 8GB | 256GB | AMD Radeon | 15.6 inch FHD | Win 10 | Office Home | Đen)	AMD Ryzen™ 3-3250U	8GB DDR4 3200MHz	AMD Radeon™ Graphics	256GB M.2 PCIe NVMe SSD	15.6 inch FHD (1920 x 1080) Anti-glare LED Backlight	16490000	14990000
Laptop HP 15s-du1105TU 2Z6L3PA (Core™ i3-10110U | 4GB | 256GB | Intel® UHD | 15.6 inch HD | Win 10 | Bạc)	Intel® Core™ i3-10110U	4GB (1 x 4GB) DDR4-2666 MHz	Intel® UHD Graphics	256 GB PCIe® NVMe™ M.2 SSD	15.6 inch HD (1366 x 768), micro-edge, BrightView, 220 nits, 45% NTSC	14490000	13290000
Laptop Acer Aspire 5 A514-54-54JF NX.A23SV.00Q (Core™ i5-1135G7 | 16GB | 256GB | Intel® Iris® Xe | 14.0 inch FHD | Win 10 Pro | Bạc)	Intel® Core™ i5-1135G7	16GB (8GB DDR4 onboard + 8GB)	Đồ họa Intel® Iris® Xᵉ	256GB PCIe NVMe SSD	14.0 inch FHD(1920 x 1080) Acer ComfyView™ IPS LED LCD, 60Hz	19900000	19690000
Laptop HP ZBook Firefly 14 G8 Mobile Workstation 1A2F1AV-i5-16G-DDR4-3200 (Core i5-1135G7 | 16GB | 512GB | Intel Iris Xe | 14 inch FHD | Win 10 Pro | Bạc)	Intel Core i5-1135G7	16GB DDR4-3200Mhz	Intel® Iris® Xe Graphics	512GB M.2 2280 PCIe NVMe SSD	14 inch FHD (1920x1080) LED UWVA Anti-Glare for WWAN for HD Webcam (400 Nits)	34900000	32890000
Laptop Asus ROG Zephyrus G14 GA401QEC-K2064T (Ryzen 9-5900HS | 16GB | 1TB | RTX™ 3050 Ti 4GB | 14.0 inch QHD | Win 10 | Xám)	AMD Ryzen™ 9-5900HS	16GB(8GBDDR4onboard + 8GB DDR4-3200Mhz SO-DIMM)	NVIDIA®GeForceRTX™3050Ti 4GB GDDR6	1TB M.2 NVMe™ PCIe® 3.0 SSD	14.0 inch QHD (2560 x 1440) 16:9, IPS 120Hz, 100% anti-glare display	49990000	46990000
Laptop Lenovo ThinkPad L13 Gen 2 20VH0049VA (Core™ i5-1135G7 | 8GB | 512GB | Intel Iris Xe | 13.3 inch FHD | FreeDos | Đen)	Intel® Core™ i5-1135G7	8GB Soldered DDR4-3200Mhz	Integrated Intel Iris Xe Graphics	512GB SSD M.2 2242 PCIe 3.0x2 NVMe	13.3 inch FHD (1920x1080) IPS 250nits Anti-glare	24999000	24490000
Laptop Lenovo V15 G2 ITL 82KB00CQVN (Core™ i7-1165G7 | 8GB | 512GB | MX350 2GB | 15.6 inch FHD | Win 10 | Xám)	Intel® Core™ i3-1115G4	8GB(4GB Soldered DDR4-3200Mhz + 4GB SO-DIMM DDR4-3200Mhz)	Integrated Intel UHD Graphics	256GB SSD M.2 2242 PCIe 3.0x4 NVMe	15.6 inch FHD (1920x1080) TN 250nits Anti-glare, 45% NTSC	21990000	21590000
Laptop Lenovo V15 G2 ITL 82KB00CKVN (Core™ i7-1165G7 | 8GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 10 | Đen)	Intel® Core™ i7-1165G7	8GB Soldered DDR4-3200Mhz	Integrated Intel Iris Xe Graphics	512GB SSD M.2 2242 PCIe 3.0x4 NVMe	15.6 inch FHD (1920x1080) TN 250nits Anti-glare, 45% NTSC	20590000	19990000
Laptop Lenovo IdeaPad 3 15ITL05 81X80055US (Core™ i3-1115G4 | 4GB | 128GB | Intel UHD | 15.6 inch FHD | Win 10 | Xanh | Nhập khẩu chính hãng)	Intel® Core™ i3-1115G4	4GB Soldered DDR4-2666Mhz	Integrated Intel UHD Graphics	128GB SSD M.2 2242 PCIe 3.0x4 NVMe	15.6 inch FHD (1920x1080) TN 220nits Anti-glare	13990000	12990000
Laptop Acer Nitro 5 Eagle AN515-57-54MV NH.QENSV.003 (Core i5-11400H | 8GB | 512GB | RTX™ 3050 4GB | 15.6 inch FHD | Win 11 | Đen)	Intel® Core i5-11400H	8GB khe rời DDR4 3200MHz	NVIDIA® GeForce RTX™ 3050 4GB GDDR6	512GB PCIe NVMe SSD cắm sẵn	15.6 inch FHD(1920 x 1080) IPS 144Hz SlimBezel, Acer ComfyView LED-backlit TFT LCD	26990000	25990000
Laptop HP 240 G8 519A7PA (Core™ i3-1005G1 | 4GB | 256GB | Intel® UHD | 14 inch FHD | Win 10 | Bạc)	Intel Core™ i3-1005G1	4GB(1 x 4GB) DDR4-2666MHz (2 khe)	Intel® UHD Graphics	256GB PCIe® NVMe™ SSD	14 inch FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC	13990000	13490000
Laptop HP 240 G8 518V6PA (Core™ i5-1135G7 | 8GB | 256GB | Intel® Iris® Xe | 14 inch FHD | Win 10 | Bạc)	Intel Core™ i5-1135G7	8GB(1 x 8GB) DDR4-3200MHz (2 khe)	Intel® Iris® Xᵉ Graphics	256GB PCIe® NVMe™ SSD	14 inch FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC	17990000	17690000
Laptop HP Pavilion 15-eg0542TU 4P5G9PA (Core i3-1125G4 | 4GB | 256GB | Intel® UHD | 15.6 inch FHD | Win 11 | Bạc)	Intel® Core i3-1125G4	4GB(1 x 4GB) DDR4-3200MHz	Intel® UHD Graphics	256GB PCIe® NVMe™ M.2 SSD	15.6 inch diagonal, FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC	15990000	15190000
Laptop HP Pavilion 15-eg0513TU 46M12PA (Core i3-1125G4 | 4GB | 256GB | Intel UHD | 15.6 inch FHD | Win 10 | Vàng)	Intel® Corei3-1125G4	4GB(4GBx1) DDR4 3200MHz	Intel® Iris® Xe Graphics	256GB PCIe® NVMe™ M.2 SSD	15.6 inch FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC	15990000	15190000
Laptop Asus ROG Strix SCAR 15 G533QR-HF113T (Ryzen 9-5900HX | 16GB | 1TB SSD | RTX 3070 8GB | 15.6 inch FHD | Win 10 | Đen)	AMD Ryzen 9-5900HX	16GB(8GBx2) DDR4 3200MHz	NVIDIA® GeForce RTX™ 3070 8GB GDDR6	1TB M.2 NVMe™ PCIe® 3.0 SSD	15.6 inch FHD(1920x1080) IPS, 100% sRGB, 300nits, 300Hz 3ms AdaptiveSync, Nanoedge	59900000	59800000
Laptop Asus TUF Dash F15 FX516PC-HN001T (Core i7-11370H | 8GB | 512GB | RTX 3050 4GB | 15.6 inch FHD | Win 10 | Eclipse Gray)	Intel® Core™ i7-11370H	8GB DDR4 3200Mhz	NVIDIA® GeForce® RTX 3050 4GB GDDR6	512GB M.2 PCIe NVMe 3.0	15.6 inch FHD (1920*1080) IPS, Non-Glare, 144Hz, Nanoedge	28990000	28690000
Laptop Lenovo IdeaPad 3 15ITL6 82H80043VN (Core i5-1135G7 | 8GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 10 | Xanh)	Intel Core i5-1135G7	8GB (4GB Soldered DDR4-3200 + 4GB SO-DIMM DDR4-3200)	Integrated Intel Iris Xe Graphics	512GB SSD M.2 2242 PCIe 3.0x4 NVMe	15.6 inch FHD (1920x1080) TN 250nits Anti-glare	18590000	17990000
Laptop Asus ROG Zephyrus G15 GA503QS-HQ052T	AMD Ryzen™ 9-5900HS	32GB DDR4-3200Mhz SO-DIMM	NVIDIA® GeForce RTX™ 3080 8GB GDDR6 100W	1TB M.2 NVMe™ PCIe® 3.0	15.6-inch WQHD (2560 x 1440) 16:9 anti-glare display 165Hz, IPS-level, FreeSync	69900000	69890000
Laptop Dell Vostro 5415 V4R55500U015W (Ryzen™ 5-5500U | 8GB | 512GB | AMD Redeon | 14-inch FHD | Win 10 | Office | Xám)	AMD Ryzen™ 5-5500U	8GB DDR4 3200Mhz	AMD Redeon Graphics	512GB SSD M2 PCIe NVMe	14-inch FHD 1920 x 1080, 60 Hz, anti-glare, non-touch, NTSC 45%, 250 nits, wide-viewing angle	20990000	20390000
Laptop Dell Vostro 14 3400 YX51W3 (Core™ i5-1135G7 | 8GB | 512GB | MX330 2GB | 14-inch FHD | Win 10 | Office | Đen)	Intel® Core™ i5-1135G7	8GB (8GBx1) DDR43200Mhz	NVIDIA GeForce MX330 2GB GDDR5	512GB M.2 PCIe NVMe	14-inch, FHD (1920x1080), 60 Hz, Anti-Glare, Non-Touch, NTSC 45%, 220 Nits, WVA Display	22990000	21990000
Laptop Dell Vostro 13 5310 YV5WY1 (Core i5-11300H | 8GB | 512GB | Intel Iris Xe | 13.3 inch FHD+ | Win 10 | Xám)	Intel® Core™ i5-11300H	8GB onboard LPDDR4x 4267MHz	Intel Iris Xe Graphics	512GB SSD PCIe (M.2 2230) - combo M.2 2230/ 2280	13.3 inch FHD+ (1920 x 1200) Wide-Viewing Angle ; Anti-glare	24490000	23090000
Laptop Apple Macbook Air 13.3 inch Z12A0004Z Vàng (Apple M1)	Apple M1 chip with 8-core CPU, 7-core GPU	16GB	Card đồ họa tích hợp, 7 nhân GPU	256GB SSD	13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors	34990000	30990000
Laptop Dell Vostro 14 3400 YX51W2 (Core i5-1135G7/RAM 8GB/256GB SSD/ MX330 2GB/ 14 inch FHD/ Win 10/ Đen)	Intel® Core™ i5-1135G7	8GB (8GBx1) DDR43200Mhz	NVIDIA GeForce MX330 2GB GDDR5	256GB M.2 PCIe NVMe	14-inch, FHD (1920x1080), 60 Hz, Anti-Glare, Non-Touch, NTSC 45%, 220 Nits, WVA Display	22990000	21490000
Laptop Dell Vostro 14 3400 YX51W1 (Core i5-1135G7/RAM 4GB/256GB SSD/ MX330 2GB/ 14 inch FHD/ Win 10/ Đen)	Intel® Core™ i5-1135G7	4GB (4GBx1) DDR4 3200MHz	NVIDIA GeForce MX330 2GB GDDR5	256GB M.2 PCIe NVMe	14-inch, FHD (1920x1080), 60 Hz, Anti-Glare, Non-Touch, NTSC 45%, 220 Nits, WVA Display	21490000	20590000
Laptop HP OMEN 16-b0142TX 4Y0Z8PA (Core i5-11400H | 16GB | 1TB SSD + 32GB SSD | RTX 3050Ti 4GB | 16.1 inch FHD | Win 10 | Shadow Black)	Intel® Core™ i5-11400H	16GB (2 x 8GB) DDR4-2933MHz	NVIDIA® GeForce RTX™ 3050Ti 4GB GDDR6	1TB Intel® PCIe® NVMe™ M.2 SSD + 32GB SSD	16.1 inch FHD (1920 x 1080), 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, 300 nits, 100% sRGB	39990000	38790000
Laptop Dell Inspiron 14 5410 70262927 (Core™ i5-1155G7 | 8GB | 512GB | Intel Iris Xe | 14.0 inch FHD | Win 10 | Office | Bạc)	Intel® Core™ i5-1155G7	8GB DDR4 3200Mhz	Intel Iris Xe Graphics	512GB M2 SSD NVMe	14.0 inch FHD (1920*1080) Non Active Pen - Cảm ứng	24990000	24390000
Laptop MSI Modern 14 B5M 064VN (Ryzen™ 5-5500U | 8GB | 512GB | AMD Radeon™ | 14 inch FHD | Win 10 | Xám)	AMD Ryzen™ 5-5500U	8GB DDR4-3200Mhz	AMD Radeon™ Graphics	512GB NVMe PCIe Gen3x4 SSD	14 inch FHD (1920 x 1080) IPS-Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB	17990000	17190000
Laptop Asus X415EA-EK560T (Core™ i3-1115G4 | 4GB | 256GB | Intel® UHD | 14.0-inch FHD | Win 10 | Xám)	Intel® Core™ i3-1115G4	4GB DDR4 3200Mhz + 1slot	Intel® UHD Graphics	256GB M.2 NVMe™ PCIe® 3.0 SSD	14.0-inch FHD (1920 x 1080) 16:9, Anti-glare display, NTSC: 45%,	13990000	13490000
Laptop Lenovo IdeaPad 5 15ITL05 82FG00M5VN (Core i5-1135G7 | 8GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 10 | Xanh)	Intel Core i5-1135G7	8GB Soldered DDR4-3200Mhz	Integrated Intel Iris Xe Graphics	512GB SSD M.2 2242 PCIe 3.0x2 NVMe	15.6 inch FHD (1920x1080) IPS 300nits Anti-glare, 45% NTSC	19590000	19190000
